dataset,fold,filter_criterion,n_features_selected,stage1_time_s,F1,AUC,PRAUC,MCC,Gmean,Precision,Recall,Specificity
PC4,0,shap,10,36.38,0.6835443037974683,0.9201565557729942,0.6632706718247945,0.6319115127130095,0.8435318537306798,0.6136363636363636,0.7714285714285715,0.9223744292237442
PC4,0,gini,8,24.183,0.64,0.9211350293542075,0.7128989602082697,0.5797424830876732,0.7972555665256684,0.6,0.6857142857142857,0.9269406392694064
PC4,0,mutual_info,8,17.541,0.64,0.9211350293542075,0.7128989602082697,0.5797424830876732,0.7972555665256684,0.6,0.6857142857142857,0.9269406392694064
PC4,0,variance,8,18.725,0.64,0.9211350293542075,0.7128989602082697,0.5797424830876732,0.7972555665256684,0.6,0.6857142857142857,0.9269406392694064
PC4,1,shap,5,19.586,0.5454545454545454,0.9012393998695369,0.5557137093829787,0.469327745459664,0.7713053463951166,0.4528301886792453,0.6857142857142857,0.867579908675799
PC4,1,gini,6,15.965,0.5882352941176471,0.9054794520547944,0.5533351054311365,0.520237514616193,0.7954534864997483,0.5,0.7142857142857143,0.8858447488584474
PC4,1,mutual_info,5,15.207,0.5454545454545454,0.9012393998695369,0.5557137093829787,0.469327745459664,0.7713053463951166,0.4528301886792453,0.6857142857142857,0.867579908675799
PC4,1,variance,4,15.191,0.5934065934065934,0.8789302022178735,0.4382515378200029,0.5312954450090592,0.8180928612021389,0.48214285714285715,0.7714285714285715,0.867579908675799
PC4,2,shap,6,16.943,0.5454545454545454,0.9042400521852577,0.5175694852476296,0.467722715548941,0.7365227446757211,0.5,0.6,0.9041095890410958
PC4,2,gini,10,15.962,0.5789473684210527,0.9287018917155904,0.6351840849661498,0.5076029313542189,0.7576528455115884,0.5365853658536586,0.6285714285714286,0.91324200913242
PC4,2,mutual_info,11,16.095,0.625,0.9313763861709067,0.6161307160164181,0.5623903970344925,0.8056389651728789,0.5555555555555556,0.7142857142857143,0.908675799086758
PC4,2,variance,8,16.627,0.5925925925925926,0.9262883235485975,0.6271319670342724,0.5238327009331022,0.7853850938214125,0.5217391304347826,0.6857142857142857,0.8995433789954338
PC4,3,shap,8,22.162,0.7317073170731707,0.9435094585779517,0.6526925151195,0.6919070063092568,0.8891606455643166,0.6382978723404256,0.8571428571428571,0.9223744292237442
PC4,3,gini,6,17.221,0.6666666666666666,0.9128506196999348,0.5724356607275799,0.6128118623488453,0.8393455655887991,0.5869565217391305,0.7714285714285715,0.91324200913242
PC4,3,mutual_info,14,17.481,0.6923076923076923,0.9391389432485323,0.6928966354485518,0.6418975356350977,0.8456172261435342,0.627906976744186,0.7714285714285715,0.9269406392694064
PC4,3,variance,14,16.674,0.6842105263157895,0.9364644487932159,0.6884703213213542,0.6317841445147983,0.8318512587200015,0.6341463414634146,0.7428571428571429,0.9315068493150684
PC4,4,shap,8,21.71,0.547945205479452,0.9285168195718654,0.600487216440472,0.47216017820779754,0.7157041399224547,0.5405405405405406,0.5555555555555556,0.9220183486238532
PC4,4,gini,10,16.095,0.6111111111111112,0.9312563710499491,0.6059035278137106,0.5468909276248726,0.7562178544738788,0.6111111111111112,0.6111111111111112,0.9357798165137615
PC4,4,mutual_info,8,16.385,0.547945205479452,0.9285168195718654,0.600487216440472,0.47216017820779754,0.7157041399224547,0.5405405405405406,0.5555555555555556,0.9220183486238532
PC4,4,variance,8,15.891,0.6133333333333333,0.928835372069317,0.601105670100849,0.5470868389312118,0.7694140376052521,0.5897435897435898,0.6388888888888888,0.926605504587156
