dataset,fold,requested_top_k,n_features_selected,F1,AUC,MCC,Gmean
KC2,0,5,5,0.5769230769230769,0.7502738225629793,0.45141859882941554,0.7473941587124872
KC2,0,10,5,0.5769230769230769,0.7502738225629793,0.45141859882941554,0.7473941587124872
KC2,0,15,5,0.5769230769230769,0.7502738225629793,0.45141859882941554,0.7473941587124872
KC2,0,999,5,0.5769230769230769,0.7502738225629793,0.45141859882941554,0.7473941587124872
KC2,1,5,5,0.6122448979591837,0.8335158817086527,0.5002526954339216,0.7637028605064102
KC2,1,10,5,0.6122448979591837,0.8335158817086527,0.5002526954339216,0.7637028605064102
KC2,1,15,5,0.6122448979591837,0.8335158817086527,0.5002526954339216,0.7637028605064102
KC2,1,999,5,0.6122448979591837,0.8335158817086527,0.5002526954339216,0.7637028605064102
KC2,2,5,3,0.5,0.7719449225473322,0.40710109804360917,0.6305476678616638
KC2,2,10,3,0.5,0.7719449225473322,0.40710109804360917,0.6305476678616638
KC2,2,15,3,0.5,0.7719449225473322,0.40710109804360917,0.6305476678616638
KC2,2,999,3,0.5,0.7719449225473322,0.40710109804360917,0.6305476678616638
KC2,3,5,3,0.6530612244897959,0.8580034423407916,0.5586988352502638,0.8073102604136365
KC2,3,10,3,0.6530612244897959,0.8580034423407916,0.5586988352502638,0.8073102604136365
KC2,3,15,3,0.6530612244897959,0.8580034423407916,0.5586988352502638,0.8073102604136365
KC2,3,999,3,0.6530612244897959,0.8580034423407916,0.5586988352502638,0.8073102604136365
KC2,4,5,5,0.5365853658536586,0.7214572576018359,0.4230924074045747,0.6833819581653005
KC2,4,10,8,0.5,0.6970740103270223,0.3820525235329571,0.6515791312760104
KC2,4,15,8,0.5,0.6970740103270223,0.3820525235329571,0.6515791312760104
KC2,4,999,8,0.5,0.6970740103270223,0.3820525235329571,0.6515791312760104
