,mean_abs_shap
CALL_PAIRS,0.0919716060487572
NUM_UNIQUE_OPERANDS,0.08806864605899746
HALSTEAD_CONTENT,0.060525020742135845
NODE_COUNT,0.05813779389566485
DESIGN_COMPLEXITY,0.05261718534254076
LOC_BLANK,0.038921387049324116
NORMALIZED_CYLOMATIC_COMPLEXITY,0.034524841716532084
LOC_COMMENTS,0.029388299778316453
NUM_UNIQUE_OPERATORS,0.016199466953273362
CYCLOMATIC_DENSITY,0.015115537518755065
PERCENT_COMMENTS,0.010648561025288189
HALSTEAD_DIFFICULTY,0.00943621144800774
