,mean_abs_shap
lOBlank,0.11470444085771098
I,0.0798719005368727
lOComment,0.06224950255756091
uniq_Opnd,0.06149247183765361
uniq_Op,0.054651077097751265
locCodeAndComment,0.04027748866657069
D,0.03528136149379245
E,0.027535161601094427
total_Opnd,0.023978219580570972
