,mean_abs_shap
EDGE_COUNT,0.07240323976925557
CYCLOMATIC_DENSITY,0.0528621445758495
GLOBAL_DATA_DENSITY,0.04804383843540472
LOC_COMMENTS,0.03976064341451621
HALSTEAD_DIFFICULTY,0.03642907886338872
ESSENTIAL_DENSITY,0.0362376454313314
MAINTENANCE_SEVERITY,0.03419620325193039
HALSTEAD_LEVEL,0.033487601020313826
PERCENT_COMMENTS,0.03155821633518617
NUM_UNIQUE_OPERATORS,0.02999042174040308
HALSTEAD_CONTENT,0.027809758723065466
