dataset,fold,weight_mode,n_seeds,F1,AUC,PRAUC,MCC,Gmean,Precision,Recall,Specificity
PC4,0,true_shap,1,0.6835443037974683,0.9201565557729942,0.6632706718247945,0.6319115127130095,0.8435318537306798,0.6136363636363636,0.7714285714285715,0.9223744292237442
PC4,0,uniform,1,0.7105263157894737,0.9287018917155904,0.7089482909420664,0.6628294478049431,0.8497726183723625,0.6585365853658537,0.7714285714285715,0.9360730593607306
PC4,0,random,5,0.6558785894762823,0.9260013046314416,0.6923600646729319,0.5987703054265938,0.8032855101243254,0.6241505848694552,0.6914285714285715,0.9333333333333332
PC4,0,shuffled,5,0.6786546786546787,0.9274494455316372,0.6956740211372614,0.6254213698680277,0.828030911767326,0.6290420819490588,0.7371428571428572,0.930593607305936
PC4,1,true_shap,1,0.5454545454545454,0.9012393998695369,0.5557137093829787,0.469327745459664,0.7713053463951166,0.4528301886792453,0.6857142857142857,0.867579908675799
PC4,1,uniform,1,0.5333333333333333,0.9105675146771037,0.6188117832782936,0.45538238497594535,0.7672351050740089,0.43636363636363634,0.6857142857142857,0.8584474885844748
PC4,1,random,5,0.5460146313634686,0.9025179386823223,0.5893036002116856,0.4695431154588883,0.7669157059750975,0.45912902382222187,0.6742857142857143,0.8730593607305936
PC4,1,shuffled,5,0.5431835181742988,0.9050750163078931,0.5778895717318968,0.4657380673604556,0.763832619080475,0.45779294704496865,0.6685714285714285,0.8730593607305936
PC4,2,true_shap,1,0.5454545454545454,0.9042400521852577,0.5175694852476296,0.467722715548941,0.7365227446757211,0.5,0.6,0.9041095890410958
PC4,2,uniform,1,0.4935064935064935,0.9118069145466405,0.5701893815187521,0.40623121981942184,0.6970256443334402,0.4523809523809524,0.5428571428571428,0.8949771689497716
PC4,2,random,5,0.5084738259255339,0.9063535551206785,0.538238943671952,0.42477520057704393,0.7058356618715458,0.47018796992481204,0.5542857142857143,0.9004566210045661
PC4,2,shuffled,5,0.5383080256497978,0.9081539465101109,0.5456970063795021,0.45955871819684563,0.7317175143589452,0.49244440566051456,0.5942857142857142,0.902283105022831
PC4,3,true_shap,1,0.7317073170731707,0.9435094585779517,0.6526925151195,0.6919070063092568,0.8891606455643166,0.6382978723404256,0.8571428571428571,0.9223744292237442
PC4,3,uniform,1,0.6506024096385542,0.9333333333333333,0.6440905650143695,0.5947736742622886,0.8351382931520057,0.5625,0.7714285714285715,0.9041095890410958
PC4,3,random,5,0.657404856440591,0.9360469667318982,0.6370879460708982,0.6033105373357909,0.8412740979398272,0.5669123893775827,0.7828571428571429,0.904109589041096
PC4,3,shuffled,5,0.6714509976779428,0.9355512067840834,0.6430872319330456,0.6206125916320078,0.851589056413458,0.5790987452264048,0.8000000000000002,0.9068493150684931
PC4,4,true_shap,1,0.547945205479452,0.9285168195718654,0.600487216440472,0.47216017820779754,0.7157041399224547,0.5405405405405406,0.5555555555555556,0.9220183486238532
PC4,4,uniform,1,0.5789473684210527,0.9284531090723751,0.6353699970467691,0.5060837215153338,0.7487672505624033,0.55,0.6111111111111112,0.9174311926605505
PC4,4,random,5,0.590061458718993,0.9275101936799184,0.6056271830702324,0.5212880507014568,0.7462381802480464,0.580727285990444,0.6,0.9284403669724771
PC4,4,shuffled,5,0.5659153399975317,0.9285295616717635,0.6148613555695647,0.49490413146875245,0.724595415693759,0.5666397538882059,0.5666666666666668,0.9284403669724771
