dataset,fold,weight_mode,n_seeds,F1,AUC,PRAUC,MCC,Gmean,Precision,Recall,Specificity
PC1,0,true_shap,1,0.4,0.7888888888888889,0.3721731012907483,0.35405933692288893,0.6613313074614444,0.35,0.4666666666666667,0.9371980676328503
PC1,0,uniform,1,0.3783783783783784,0.7908212560386474,0.3557278185572335,0.3311496324192183,0.6579135517268919,0.3181818181818182,0.4666666666666667,0.927536231884058
PC1,0,random,5,0.395621694569063,0.794621578099839,0.417426885014771,0.3508279278359937,0.6760574394680054,0.33073781291172594,0.49333333333333335,0.927536231884058
PC1,0,shuffled,5,0.37460821145031675,0.7911755233494364,0.41003594003007554,0.3272168482276534,0.6572255386895515,0.31314229249011855,0.4666666666666667,0.9256038647342996
PC1,1,true_shap,1,0.3870967741935484,0.852818035426731,0.41353649378238033,0.3413486853695465,0.6169897312779327,0.375,0.4,0.9516908212560387
PC1,1,uniform,1,0.3448275862068966,0.8708534621578099,0.4278093200490335,0.2993064127524893,0.5646597025732799,0.35714285714285715,0.3333333333333333,0.9565217391304348
PC1,1,random,5,0.3908148148148148,0.8594524959742351,0.4437506680470061,0.35696737315769445,0.578978111133515,0.4533333333333333,0.3466666666666666,0.9681159420289855
PC1,1,shuffled,5,0.3718857451616072,0.8703703703703702,0.4534677295545012,0.3326426562579686,0.5770857045933611,0.40716832187420426,0.3466666666666666,0.9623188405797102
PC1,2,true_shap,1,0.4444444444444444,0.904126213592233,0.5096528656865689,0.3990038543014097,0.6862024383574915,0.4,0.5,0.941747572815534
PC1,2,uniform,1,0.45714285714285713,0.8941140776699029,0.5209030888821149,0.412847243322529,0.6879687281219884,0.42105263157894735,0.5,0.9466019417475728
PC1,2,random,5,0.4517222646634411,0.904763349514563,0.5249020742478369,0.40706889333915813,0.6794765705322274,0.42142758857929136,0.4875,0.9475728155339805
PC1,2,shuffled,5,0.4575789234612763,0.904247572815534,0.527740557542028,0.4134394202157039,0.6879660072154219,0.42238930659983287,0.5,0.9466019417475728
PC1,3,true_shap,1,0.24,0.841626213592233,0.31133778493334285,0.2076662138931735,0.4266600929914307,0.3333333333333333,0.1875,0.970873786407767
PC1,3,uniform,1,0.2608695652173913,0.8495145631067961,0.32947645022377126,0.24874130772853073,0.4287880867059752,0.42857142857142855,0.1875,0.9805825242718447
PC1,3,random,5,0.24395169082125606,0.8485740291262136,0.3178838391834765,0.2162792391623071,0.4246592408933664,0.35414862914862916,0.1875,0.9728155339805825
PC1,3,shuffled,5,0.18695652173913044,0.8580703883495145,0.3207247134570188,0.1593778306732741,0.36462478912497565,0.29285714285714287,0.1375,0.9737864077669902
PC1,4,true_shap,1,0.5625,0.9325242718446602,0.5794426935526007,0.5297004099222924,0.7594070246753144,0.5294117647058824,0.6,0.9611650485436893
PC1,4,uniform,1,0.47058823529411764,0.9187702265372168,0.5598422560487535,0.4306351009111842,0.7105310471274559,0.42105263157894735,0.5333333333333333,0.9466019417475728
PC1,4,random,5,0.4952888517654322,0.9198705501618123,0.5586985208392661,0.45821306894263136,0.7279542987126313,0.4466819221967963,0.56,0.9485436893203882
PC1,4,shuffled,5,0.4930685001273236,0.9231067961165047,0.5508717255537454,0.45521440026380267,0.720152184400375,0.4514035087719298,0.5466666666666666,0.9504854368932039
