dataset,fold,weight_mode,n_seeds,F1,AUC,PRAUC,MCC,Gmean,Precision,Recall,Specificity
synapse-1.2,0,true_shap,1,0.6222222222222222,0.7753267973856208,0.6473043428306586,0.3765197559275315,0.6931032800836721,0.5185185185185185,0.7777777777777778,0.6176470588235294
synapse-1.2,0,uniform,1,0.6829268292682927,0.8227124183006537,0.6789592473803001,0.4914632180517166,0.7562376774775251,0.6086956521739131,0.7777777777777778,0.7352941176470589
synapse-1.2,0,random,5,0.6601620859760395,0.8200980392156861,0.7028189101623148,0.4504523867254508,0.7342438759731211,0.5742331002331003,0.7777777777777778,0.6941176470588235
synapse-1.2,0,shuffled,5,0.6789288231148696,0.8222222222222223,0.6844940319881094,0.48051335160398184,0.7487739462859978,0.5785470085470085,0.8222222222222223,0.6823529411764706
synapse-1.2,1,true_shap,1,0.7428571428571429,0.8287197231833909,0.7104193412361551,0.6092717958449425,0.8076194245732929,0.7222222222222222,0.7647058823529411,0.8529411764705882
synapse-1.2,1,uniform,1,0.7222222222222222,0.8529411764705882,0.7802173748973057,0.5735393346764044,0.7935727978371788,0.6842105263157895,0.7647058823529411,0.8235294117647058
synapse-1.2,1,random,5,0.7383193277310924,0.8434256055363323,0.733855306093388,0.6020953381311838,0.8045707153620226,0.7142758857929137,0.7647058823529411,0.8470588235294116
synapse-1.2,1,shuffled,5,0.7239402427637722,0.830795847750865,0.6919800254249863,0.5819459970379638,0.7921365872384687,0.7080839353285174,0.7411764705882353,0.8470588235294118
synapse-1.2,2,true_shap,1,0.6666666666666666,0.8399653979238755,0.7327265871383519,0.5408420485294111,0.7323470351758078,0.7692307692307693,0.5882352941176471,0.9117647058823529
synapse-1.2,2,uniform,1,0.6,0.8391003460207612,0.7152750598275093,0.44539933408304444,0.6834676493307206,0.6923076923076923,0.5294117647058824,0.8823529411764706
synapse-1.2,2,random,5,0.5920864452566343,0.832006920415225,0.7036505459262214,0.4512156484250006,0.6739290485453766,0.7170995670995671,0.5058823529411764,0.9
synapse-1.2,2,shuffled,5,0.6062121212121212,0.8224913494809687,0.6776703916208345,0.44219269602076194,0.690948285421862,0.6737179487179487,0.5529411764705883,0.8647058823529411
synapse-1.2,3,true_shap,1,0.6060606060606061,0.8070934256055363,0.6744234609194099,0.4183300132670377,0.6960093862470137,0.625,0.5882352941176471,0.8235294117647058
synapse-1.2,3,uniform,1,0.5806451612903226,0.8088235294117647,0.7182784016917201,0.40389034790078004,0.6719799799291684,0.6428571428571429,0.5294117647058824,0.8529411764705882
synapse-1.2,3,random,5,0.6206744868035191,0.8020761245674739,0.728620539078761,0.45518666777450106,0.7033989174184521,0.674084249084249,0.5764705882352941,0.8588235294117647
synapse-1.2,3,shuffled,5,0.6232258064516129,0.7944636678200692,0.7213492575579564,0.46811542407734097,0.7033524216372445,0.6956043956043956,0.5647058823529412,0.876470588235294
synapse-1.2,4,true_shap,1,0.7058823529411765,0.852076124567474,0.8028345293051176,0.5588235294117647,0.7759356446042893,0.7058823529411765,0.7058823529411765,0.8529411764705882
synapse-1.2,4,uniform,1,0.7027027027027027,0.8780276816608996,0.8344036682271976,0.5395637425347115,0.7792730176171629,0.65,0.7647058823529411,0.7941176470588235
synapse-1.2,4,random,5,0.7190210821170574,0.880622837370242,0.8289543401342927,0.571296706777311,0.7897131239998852,0.6897144822841417,0.7529411764705882,0.8294117647058824
synapse-1.2,4,shuffled,5,0.7160971055088703,0.8875432525951558,0.8398212923818461,0.5676829780505995,0.7866167497160937,0.6932232542139664,0.7411764705882353,0.8352941176470589
