dataset,fold,weight_mode,n_seeds,F1,AUC,PRAUC,MCC,Gmean,Precision,Recall,Specificity
KC2,0,true_shap,1,0.5769230769230769,0.7502738225629793,0.4895313698110474,0.45141859882941554,0.7473941587124872,0.5,0.6818181818181818,0.8192771084337349
KC2,0,uniform,1,0.5660377358490566,0.7620481927710844,0.4593176251775405,0.4363192413881979,0.7418782592772016,0.4838709677419355,0.6818181818181818,0.8072289156626506
KC2,0,random,5,0.530698084749139,0.75,0.469650067421944,0.3892514779452143,0.7103198025951644,0.45997775305895433,0.6272727272727272,0.8048192771084338
KC2,0,shuffled,5,0.5270781752468767,0.7512048192771086,0.48032427191744514,0.38482955326313123,0.7062859397677974,0.4595179829440118,0.6181818181818182,0.8072289156626506
KC2,1,true_shap,1,0.6122448979591837,0.8335158817086527,0.573066255853218,0.5002526954339216,0.7637028605064102,0.5555555555555556,0.6818181818181818,0.8554216867469879
KC2,1,uniform,1,0.6530612244897959,0.8362541073384446,0.5578127483248672,0.5537965619176747,0.7942840707857942,0.5925925925925926,0.7272727272727273,0.8674698795180723
KC2,1,random,5,0.5738601823708207,0.8387185104052574,0.5673055045731049,0.45249848670132964,0.7280999162488628,0.5357037037037038,0.6181818181818182,0.8578313253012049
KC2,1,shuffled,5,0.5758588928801694,0.836144578313253,0.5735926327405169,0.45609506169626846,0.7287644455254377,0.5401792281792281,0.6181818181818182,0.8602409638554217
KC2,2,true_shap,1,0.5,0.7719449225473322,0.6187689688482968,0.40710109804360917,0.6305476678616638,0.6,0.42857142857142855,0.927710843373494
KC2,2,uniform,1,0.5142857142857142,0.7756741250717152,0.6201062743923127,0.43321258239549665,0.6346289251471214,0.6428571428571429,0.42857142857142855,0.9397590361445783
KC2,2,random,5,0.5181986181986182,0.7716006884681583,0.6143619218900597,0.4299655418108852,0.6441315083781364,0.6213888888888889,0.44761904761904764,0.9301204819277109
KC2,2,shuffled,5,0.5021519495203706,0.7598393574297189,0.5985083780703665,0.4000106840317712,0.6396574904766139,0.5731045751633987,0.44761904761904764,0.9156626506024095
KC2,3,true_shap,1,0.6530612244897959,0.8580034423407916,0.5676093611542663,0.5586988352502638,0.8073102604136365,0.5714285714285714,0.7619047619047619,0.8554216867469879
KC2,3,uniform,1,0.6274509803921569,0.8537005163511187,0.5687741467024519,0.525648413504224,0.7958584708852839,0.5333333333333333,0.7619047619047619,0.8313253012048193
KC2,3,random,5,0.6128048142333856,0.8538726333907057,0.555887763604227,0.5057786442000177,0.7787900829635712,0.531806357445957,0.7238095238095238,0.83855421686747
KC2,3,shuffled,5,0.6291024409763906,0.8479632816982214,0.5461612642872167,0.5272527677173054,0.7914069993450843,0.5458565955117679,0.7428571428571429,0.8433734939759037
KC2,4,true_shap,1,0.5,0.6970740103270223,0.41193837361278024,0.3820525235329571,0.6515791312760104,0.5263157894736842,0.47619047619047616,0.891566265060241
KC2,4,uniform,1,0.5,0.7142857142857144,0.42936561036187926,0.3820525235329571,0.6515791312760104,0.5263157894736842,0.47619047619047616,0.891566265060241
KC2,4,random,5,0.47219424931279724,0.6951233505450374,0.42302340988787435,0.35036153412440074,0.6289591837351809,0.5042105263157894,0.44761904761904764,0.8867469879518073
KC2,4,shuffled,5,0.4392047394486419,0.6842799770510614,0.41675329003570133,0.3114776369965537,0.6011996127444511,0.4750146198830409,0.4095238095238095,0.8843373493975903
