dataset,fold,config,F1,AUC,MCC,Gmean
MC2,0,NoResample,0.625,0.75,0.46028324996028647,0.6972166887783964
MC2,0,CostSensitive,0.625,0.6909722222222222,0.46028324996028647,0.6972166887783964
MC2,0,SMOTE,0.5882352941176471,0.6666666666666666,0.378726042189707,0.6718548123582124
MC2,0,BorderlineSMOTE,0.625,0.7534722222222222,0.46028324996028647,0.6972166887783964
MC2,0,ADASYN,0.5882352941176471,0.7256944444444444,0.378726042189707,0.6718548123582124
MC2,0,SMOTETomek,0.5,0.6805555555555556,0.27468516529888065,0.6009252125773316
MC2,0,FIB_ShapOnly,0.5882352941176471,0.7291666666666667,0.378726042189707,0.6718548123582124
MC2,0,FIB_Borderline,0.625,0.6736111111111112,0.46028324996028647,0.6972166887783964
MC2,0,FIB_Adaptive,0.625,0.6840277777777777,0.46028324996028647,0.6972166887783964
MC2,0,FIB_Full,0.5882352941176471,0.6875,0.378726042189707,0.6718548123582124
MC2,1,NoResample,0.5882352941176471,0.7916666666666667,0.378726042189707,0.6718548123582124
MC2,1,CostSensitive,0.5263157894736842,0.8194444444444445,0.23814483610392007,0.6180165405913053
MC2,1,SMOTE,0.5555555555555556,0.8020833333333333,0.3055555555555556,0.6454972243679028
MC2,1,BorderlineSMOTE,0.5263157894736842,0.8368055555555556,0.23814483610392007,0.6180165405913053
MC2,1,ADASYN,0.631578947368421,0.8194444444444444,0.40824829046386296,0.7071067811865476
MC2,1,SMOTETomek,0.5263157894736842,0.78125,0.23814483610392007,0.6180165405913053
MC2,1,FIB_ShapOnly,0.5263157894736842,0.8333333333333333,0.23814483610392007,0.6180165405913053
MC2,1,FIB_Borderline,0.5263157894736842,0.8125,0.23814483610392007,0.6180165405913053
MC2,1,FIB_Adaptive,0.6666666666666666,0.8368055555555556,0.4791666666666667,0.7359800721939872
MC2,1,FIB_Full,0.5555555555555556,0.7951388888888888,0.3055555555555556,0.6454972243679028
MC2,2,NoResample,0.46153846153846156,0.7777777777777778,0.3546040716334876,0.5590169943749475
MC2,2,CostSensitive,0.5333333333333333,0.7604166666666667,0.3590245611063161,0.6236095644623235
MC2,2,SMOTE,0.6666666666666666,0.8194444444444444,0.5541466051858357,0.7216878364870323
MC2,2,BorderlineSMOTE,0.5714285714285714,0.8576388888888888,0.4583333333333333,0.6454972243679028
MC2,2,ADASYN,0.42857142857142855,0.8125,0.25,0.5400617248673216
MC2,2,SMOTETomek,0.5714285714285714,0.7465277777777778,0.4583333333333333,0.6454972243679028
MC2,2,FIB_ShapOnly,0.5714285714285714,0.7986111111111112,0.4583333333333333,0.6454972243679028
MC2,2,FIB_Borderline,0.5714285714285714,0.8229166666666666,0.4583333333333333,0.6454972243679028
MC2,2,FIB_Adaptive,0.625,0.8055555555555556,0.46028324996028647,0.6972166887783964
MC2,2,FIB_Full,0.5714285714285714,0.8472222222222222,0.4583333333333333,0.6454972243679028
MC2,3,NoResample,0.18181818181818182,0.6354166666666666,0.08600780775702334,0.3227486121839514
MC2,3,CostSensitive,0.16666666666666666,0.65625,-0.020515248496555453,0.31180478223116176
MC2,3,SMOTE,0.2857142857142857,0.6284722222222223,0.041666666666666664,0.42491829279939874
MC2,3,BorderlineSMOTE,0.0,0.6319444444444444,-0.2211629342323457,0.0
MC2,3,ADASYN,0.0,0.625,-0.15309310892394862,0.0
MC2,3,SMOTETomek,0.4,0.6145833333333333,0.16390251702679645,0.5204164998665332
MC2,3,FIB_ShapOnly,0.18181818181818182,0.65625,0.08600780775702334,0.3227486121839514
MC2,3,FIB_Borderline,0.0,0.6354166666666666,-0.15309310892394862,0.0
MC2,3,FIB_Adaptive,0.0,0.625,-0.15309310892394862,0.0
MC2,3,FIB_Full,0.0,0.6041666666666666,-0.15309310892394862,0.0
MC2,4,NoResample,0.625,0.8515625,0.4375,0.7126096406869612
MC2,4,CostSensitive,0.7058823529411765,0.82421875,0.5477225575051662,0.7806247497997998
MC2,4,SMOTE,0.625,0.8359375,0.4375,0.7126096406869612
MC2,4,BorderlineSMOTE,0.5882352941176471,0.81640625,0.36514837167011077,0.6846531968814576
MC2,4,ADASYN,0.6666666666666666,0.83984375,0.5185629788417315,0.739509972887452
MC2,4,SMOTETomek,0.7058823529411765,0.84765625,0.5477225575051662,0.7806247497997998
MC2,4,FIB_ShapOnly,0.7058823529411765,0.859375,0.5477225575051662,0.7806247497997998
MC2,4,FIB_Borderline,0.5882352941176471,0.78515625,0.36514837167011077,0.6846531968814576
MC2,4,FIB_Adaptive,0.7368421052631579,0.8125,0.5913123959890826,0.8100925873009825
MC2,4,FIB_Full,0.7368421052631579,0.8359375,0.5913123959890826,0.8100925873009825
