dataset,fold,config,F1,AUC,MCC,Gmean
MW1,0,C_Reference,0.5,0.7622222222222222,0.4418993202399135,0.7393691004272944
MW1,0,BalancedRF,0.4444444444444444,0.7844444444444445,0.41036467732879783,0.8
MW1,0,EasyEnsemble,0.4,0.8133333333333334,0.363696483726654,0.77746025264604
MW1,0,ABF,0.36363636363636365,0.7266666666666667,0.2872134789517764,0.6036923425424945
MW1,0,ABF_Hybrid,0.3333333333333333,0.76,0.25837775979961347,0.6831300510639732
MW1,1,C_Reference,0.5454545454545454,0.7377777777777778,0.49236596391733095,0.7483314773547882
MW1,1,BalancedRF,0.42857142857142855,0.711111111111111,0.3644054444067475,0.7211102550927979
MW1,1,EasyEnsemble,0.2727272727272727,0.6799999999999999,0.1829534767323246,0.6429100507328637
MW1,1,ABF,0.5454545454545454,0.731111111111111,0.49236596391733095,0.7483314773547882
MW1,1,ABF_Hybrid,0.3,0.7400000000000001,0.2182178902359924,0.6633249580710799
MW1,2,C_Reference,0.5,0.6288888888888889,0.47721942193769407,0.6253887679764573
MW1,2,BalancedRF,0.5454545454545454,0.6533333333333333,0.49236596391733095,0.7483314773547882
MW1,2,EasyEnsemble,0.375,0.6488888888888888,0.3057762147373361,0.7023769168568492
MW1,2,ABF,0.4,0.671111111111111,0.3333333333333333,0.6110100926607787
MW1,2,ABF_Hybrid,0.5454545454545454,0.6311111111111111,0.49236596391733095,0.7483314773547882
MW1,3,C_Reference,0.18181818181818182,0.6755555555555556,0.08206099398622183,0.4216370213557839
MW1,3,BalancedRF,0.375,0.8311111111111111,0.3057762147373361,0.7023769168568492
MW1,3,EasyEnsemble,0.4,0.8844444444444445,0.4082482904638631,0.816496580927726
MW1,3,ABF,0.16666666666666666,0.6777777777777778,0.057639041770423505,0.41633319989322654
MW1,3,ABF_Hybrid,0.2608695652173913,0.7266666666666667,0.16666666666666666,0.6324555320336759
MW1,4,C_Reference,0.4444444444444444,0.6933333333333334,0.3931785497463923,0.6182412330330469
MW1,4,BalancedRF,0.4,0.7488888888888889,0.3333333333333333,0.7118052168020874
MW1,4,EasyEnsemble,0.2962962962962963,0.7555555555555555,0.24174688920761409,0.6928203230275509
MW1,4,ABF,0.36363636363636365,0.6866666666666669,0.2872134789517764,0.6036923425424945
MW1,4,ABF_Hybrid,0.375,0.7555555555555556,0.3057762147373361,0.7023769168568492
