dataset,fold,config,F1,AUC,MCC,Gmean
synapse-1.2,0,C_Reference,0.6222222222222222,0.7753267973856208,0.3765197559275315,0.6931032800836721
synapse-1.2,0,BalancedRF,0.6521739130434783,0.8014705882352942,0.43037668342494384,0.7174300539794394
synapse-1.2,0,EasyEnsemble,0.6808510638297872,0.8349673202614378,0.4852025401147521,0.7409585736349484
synapse-1.2,0,ABF,0.6382978723404256,0.8186274509803921,0.403813726934213,0.7001400420140049
synapse-1.2,0,ABF_Hybrid,0.6382978723404256,0.8186274509803921,0.403813726934213,0.7001400420140049
synapse-1.2,1,C_Reference,0.7428571428571429,0.8287197231833909,0.6092717958449425,0.8076194245732929
synapse-1.2,1,BalancedRF,0.7777777777777778,0.8122837370242214,0.659570234877865,0.8381062852220592
synapse-1.2,1,EasyEnsemble,0.7027027027027027,0.8079584775086505,0.5395637425347115,0.7792730176171629
synapse-1.2,1,ABF,0.7317073170731707,0.8477508650519031,0.5833333333333334,0.8054743492723031
synapse-1.2,1,ABF_Hybrid,0.7317073170731707,0.8477508650519031,0.5833333333333334,0.8054743492723031
synapse-1.2,2,C_Reference,0.6666666666666666,0.8399653979238755,0.5408420485294111,0.7323470351758078
synapse-1.2,2,BalancedRF,0.7428571428571429,0.833910034602076,0.6092717958449425,0.8076194245732929
synapse-1.2,2,EasyEnsemble,0.7027027027027027,0.7958477508650518,0.5395637425347115,0.7792730176171629
synapse-1.2,2,ABF,0.717948717948718,0.8079584775086505,0.5598925109558542,0.7935727978371788
synapse-1.2,2,ABF_Hybrid,0.717948717948718,0.8079584775086505,0.5598925109558542,0.7935727978371788
synapse-1.2,3,C_Reference,0.6060606060606061,0.8070934256055363,0.4183300132670377,0.6960093862470137
synapse-1.2,3,BalancedRF,0.6060606060606061,0.8001730103806229,0.4183300132670377,0.6960093862470137
synapse-1.2,3,EasyEnsemble,0.6111111111111112,0.7698961937716263,0.4014775342734831,0.7034271025353763
synapse-1.2,3,ABF,0.5882352941176471,0.7724913494809689,0.38235294117647056,0.6834676493307206
synapse-1.2,3,ABF_Hybrid,0.5882352941176471,0.7724913494809689,0.38235294117647056,0.6834676493307206
synapse-1.2,4,C_Reference,0.7058823529411765,0.852076124567474,0.5588235294117647,0.7759356446042893
synapse-1.2,4,BalancedRF,0.7027027027027027,0.907439446366782,0.5395637425347115,0.7792730176171629
synapse-1.2,4,EasyEnsemble,0.6666666666666666,0.8564013840830449,0.48750843447494374,0.7487012977269327
synapse-1.2,4,ABF,0.717948717948718,0.8892733564013842,0.5598925109558542,0.7935727978371788
synapse-1.2,4,ABF_Hybrid,0.717948717948718,0.8892733564013842,0.5598925109558542,0.7935727978371788
